genres,keywords,production_companies,tagline,title,cast,director
Drama,spain bar ship drama friends,"[{""name"": ""V\u00eda Digital"", ""id"": 357}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""Continental Producciones"", ""id"": 6279}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Televisi\u00f3n de Galicia (TVG) S.A."", ""id"": 10050}, {""name"": ""Antena 3 Televisi\u00f3n"", ""id"": 11737}, {""name"": ""Sogepaq"", ""id"": 11955}, {""name"": ""El\u00edas Querejeta Producciones Cinematogr\u00e1ficas S.L."", ""id"": 12009}, {""name"": ""Mediapro"", ""id"": 12010}, {""name"": ""Quo Vadis Cin\u00e9ma"", ""id"": 12011}, {""name"": ""Eyescreen S.r.l."", ""id"": 12012}]",This film is not based on a real story. It is based on thousands.,Mondays in the Sun,Javier Bardem Luis Tosar Nieve de Medina Enrique Vill\u00e9n Celso Bugallo,Fernando Le\u00f3n de Aranoa
Drama Horror Action Thriller Science Fiction,male nudity canada vampire,"[{""name"": ""Glass Eye Pix"", ""id"": 1360}, {""name"": ""Belladonna Productions"", ""id"": 2341}, {""name"": ""Off Hollywood Pictures"", ""id"": 3768}]",The Most Dangerous Thing Is To Be Alive.,Stake Land,Danielle Harris Kelly McGillis Nick Damici Connor Paolo Gregory Jones,Jim Mickle
Drama,independent film,"[{""name"": ""Tapestry Films"", ""id"": 870}, {""name"": ""The Kushner-Locke Company"", ""id"": 2499}, {""name"": ""Bates Entertainment"", ""id"": 52860}]",Life is what happens when you're busy making plans,The Last Time I Committed Suicide,Thomas Jane Keanu Reeves Claire Forlani Gretchen Mol Adrien Brody,Stephen T. Kay
Drama,germany gay portugal drowning nudity,"[{""name"": ""Cora\u00e7\u00e3o da Selva"", ""id"": 8580}, {""name"": ""Hank Levine Film"", ""id"": 11445}, {""name"": ""Detailfilm"", ""id"": 48663}, {""name"": ""Watchmen Productions"", ""id"": 93177}]",A hero split in half.,Futuro Beach,Wagner Moura Clemens Schick Jesu\u00edta Barbosa Sabine Timoteo Sophie Charlotte Conrad,Karim A\u00efnouz
Comedy Drama, ,"[{""name"": ""Filmula"", ""id"": 8872}]","At this wedding, the F-word stands for Family",Another Happy Day,Ellen Barkin Ezra Miller Kate Bosworth Demi Moore George Kennedy,Sam Levinson
Adventure Action Thriller Crime,terror scotland kidnapping nudity wilderness,"[{""name"": ""Carnaby International"", ""id"": 4098}, {""name"": ""Molinare Studios"", ""id"": 4250}, {""name"": ""Eigerwand Pictures"", ""id"": 21937}]","Out here, there's nowhere to hide.",A Lonely Place to Die,Melissa George Ed Speleers Eamonn Walker Alec Newman Karel Roden,Julian Gilbey
Comedy Fantasy Science Fiction,loser bullying leere independent film best friend,[], ,Nothing,David Hewlett Andrew Miller Gordon Pinsent Marie-Jos\u00e9e Croze,Vincenzo Natali
Drama,alcohol adultery river camping province,"[{""name"": ""Marmot-film"", ""id"": 19124}]", ,The Geographer Drank His Globe Away,Konstantin Khabenskiy Elena Lyadova Aleksandr Robak Evgeniya Khirivskaya Agrippina Steklova,Aleksandr Veledinskiy
Drama Comedy History Music,usa congress musical,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",The award winning musical comes to the screen!,1776,William Daniels Howard Da Silva Ken Howard Blythe Danner Donald Madden,Peter H. Hunt
Thriller Romance,woman director,"[{""name"": ""IFC Films"", ""id"": 307}, {""name"": ""Myriad Pictures"", ""id"": 738}, {""name"": ""Alliance Films"", ""id"": 2514}]",You can never escape your past,Inescapable,Alexander Siddig Joshua Jackson Marisa Tomei Oded Fehr Saad Siddiqui,Ruba Nadda
Action Drama History,world war i zeppelin royal air force royal flying corps dogfight,"[{""name"": ""The Caddo Company"", ""id"": 13866}]",Howard Hughes' Thrilling Multi-Million Dollar Air Spectacle,Hell's Angels,Ben Lyon James Hall Jean Harlow John Darrow Lucien Prival,James Whale
Comedy Drama Romance,independent film,[],A second chance for a first love.,Purple Violets,Selma Blair Patrick Wilson Edward Burns Debra Messing Dennis Farina,Edward Burns
Horror,cult,"[{""name"": ""Blumhouse Productions"", ""id"": 3172}]",The dead come back,The Veil,Jessica Alba Thomas Jane Lily Rabe Shannon Woodward Aleksa Palladino,Phil Joanou
Horror,killing high school female killer revenge prom,"[{""name"": ""Omnilab Media"", ""id"": 2729}, {""name"": ""Ambience Entertainment"", ""id"": 3427}, {""name"": ""Screen Australia"", ""id"": 7584}, {""name"": ""Film Victoria"", ""id"": 11840}]",Don't break her heart,The Loved Ones,Xavier Samuel Jessica McNamee Robin McLeavy Victoria Thaine John Brumpton,Sean Byrne
Horror, ,"[{""name"": ""Brian Barrett Pictures"", ""id"": 21523}]",Can we help you?,The Helpers,Kristen Quintrall Denyce Lawton JoJo Wright Rachel Sterling Black Thomas,Chris Stokes
Comedy Romance TV Movie, ,"[{""name"": ""Annuit Coeptis Entertainment Inc."", ""id"": 21041}, {""name"": ""Annuit Coeptis Entertainment II"", ""id"": 34710}]", ,How to Fall in Love,Brooke D'Orsay Eric Mabius Jody Thompson Gina Holden Panou,Mark Griffiths
Romance Adventure Drama,biography christian romance,"[{""name"": ""Divine Inspiration, The Fabulous Boomtown Boys"", ""id"": 28024}]", ,The Perfect Wave,Scott Eastwood Cheryl Ladd Patrick Lyster Rachel Hendrix  Scott Mortensen,Bruce MacDonald
Drama History,england pope beheading death penalty thomas more,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Highland Films"", ""id"": 571}]",...a motion picture for all times!,A Man for All Seasons,Paul Scofield Wendy Hiller Leo McKern Robert Shaw Orson Welles,Fred Zinnemann
Drama,corruption sex adultery television profit,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",Not since the dawn of time has America experienced a man like Howard Beale!,Network,Faye Dunaway William Holden Peter Finch Robert Duvall Wesley Addy,Sidney Lumet
Drama Romance War,life and death civil war southern usa loss of child marriage proposal,"[{""name"": ""Selznick International Pictures"", ""id"": 1553}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",The greatest romance of all time!,Gone with the Wind,Vivien Leigh Clark Gable Olivia de Havilland Thomas Mitchell Leslie Howard,Victor Fleming
Drama,dance ban from profession biography iran oppression,"[{""name"": ""Head Gear Films"", ""id"": 5056}, {""name"": ""Lipsync Productions"", ""id"": 9987}, {""name"": ""May 13 Films"", ""id"": 21460}, {""name"": ""CrossDay Productions Ltd."", ""id"": 32201}, {""name"": ""Morocco Film Assistance"", ""id"": 75564}]",Be Brave. Be Bold. Be Free.,Desert Dancer,Freida Pinto Reece Ritchie Tom Cullen Nazanin Boniadi Marama Corlett,Richard Raymond
War Western,mexico prisoners of war apache raid confederate,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Jerry Bresler Productions"", ""id"": 11971}]", ,Major Dundee,Charlton Heston Richard Harris Jim Hutton James Coburn Michael Anderson Jr.,Sam Peckinpah
Action Comedy Music Romance Western,musical annie oakley sharpshooter,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]", ,Annie Get Your Gun,Betty Hutton Howard Keel Louis Calhern J. Carrol Naish Edward Arnold,George Sidney
Comedy Crime Drama,terrorism british farce,"[{""name"": ""Film4"", ""id"": 9349}, {""name"": ""Drafthouse Films"", ""id"": 10485}, {""name"": ""Warp Films"", ""id"": 12180}, {""name"": ""Wild Bunch Distribution"", ""id"": 15308}]",We are 4 Lions.,Four Lions,Riz Ahmed Nigel Lindsay Kayvan Novak Adeel Akhtar Arsher Ali,Chris Morris
Drama,brazil desert 1910s,[], ,The House of Sand,Fernanda Montenegro Ruy Guerra Fernanda Torres Seu Jorge St\u00eanio Garcia,Andrucha Waddington
Drama Action Comedy Crime,crime fighter delusion superhero,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Darius Films"", ""id"": 5486}, {""name"": ""Insight Film Releasing"", ""id"": 64753}]",An unexpected hero will rise.,Defendor,Woody Harrelson Kat Dennings Elias Koteas Sandra Oh Clark Johnson,Peter Stebbings
Music Romance,musical pirate,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",The great MGM musical romance,The Pirate,Judy Garland Gene Kelly Walter Slezak Gladys Cooper Reginald Owen,Vincente Minnelli
Drama Comedy Romance,san francisco homeless person bar suicide attempt heart attack,"[{""name"": ""Nimbus Film Productions"", ""id"": 11672}]",Everyone needs a refuge from the world.,The Good Heart,Brian Cox Paul Dano Stephanie Szostak Isild Le Besco Bill Buell,Dagur K\u00e1ri
Comedy Drama,gay becoming an adult education exam scholarship,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""UK Film Council"", ""id"": 2452}]",History. It's just one bloody thing after another.,The History Boys,Samuel Anderson Dominic Cooper James Corden Samuel Barnett Russell Tovey,Nicholas Hytner
Drama,shower,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Florin Productions"", ""id"": 1323}, {""name"": ""Jerome Hellman Productions"", ""id"": 1324}]",Whatever you hear about Midnight Cowboy is true.,Midnight Cowboy,Dustin Hoffman Jon Voight Sylvia Miles John McGiver Brenda Vaccaro,John Schlesinger
Comedy,suicide attempt striptease steel worker repossession male stripper,"[{""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Redwave Films"", ""id"": 8764}]",The year's most revealing comedy.,The Full Monty,Robert Carlyle Mark Addy William Snape Steve Huison Tom Wilkinson,Peter Cattaneo
Comedy,chicago alcohol cataclysm guitar medicine,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",Airplane!,Robert Hays Julie Hagerty Kareem Abdul-Jabbar Lloyd Bridges Peter Graves,Jerry Zucker
Thriller Adventure Action,brother brother relationship corruption revenge government conspiracy,"[{""name"": ""Hollywood Media Bridge"", ""id"": 3546}, {""name"": ""LionsGate"", ""id"": 7571}, {""name"": ""Clear Lake Entertainment"", ""id"": 69028}, {""name"": ""Dog and Pony Media"", ""id"": 69029}]","When duty calls, plans change",Chain of Command,Michael Jai White Steve Austin Max Ryan Allen Yates,Kevin Carraway
Comedy,rap music parents kids relationship rapper job,"[{""name"": ""New Line Cinema"", ""id"": 12}]",A lot can go down between thursday and saturday...,Friday,Ice Cube Chris Tucker Nia Long Tom Lister Jr. John Witherspoon,F. Gary Gray
Drama Action Crime,black people drug dealer ghetto weapon delinquency,"[{""name"": ""New Line Cinema"", ""id"": 12}]",This is the truth. This is what's real.,Menace II Society,Tyrin Turner Larenz Tate Glenn Plummer Jada Pinkett Smith Samuel L. Jackson,Albert Hughes
Horror,lake anthology revenge murder blob,"[{""name"": ""New World Pictures"", ""id"": 1950}, {""name"": ""Laurel Entertainment Inc."", ""id"": 14180}]","When the curtain goes up, the terror begins.",Creepshow 2,George Kennedy Dorothy Lamour Lois Chiles Tom Savini Tom Wright,Michael Gornick
Action Comedy Western,prostitute homeless person stagecoach reverend way station,"[{""name"": ""Warner Bros."", ""id"": 6194}]", ,The Ballad of Cable Hogue,Jason Robards Stella Stevens David Warner Slim Pickens L.Q. Jones,Sam Peckinpah
Crime Drama,murder true crime farmer,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Pax Enterprises"", ""id"": 29364}]", ,In Cold Blood,Robert Blake Scott Wilson John Forsythe Paul Stewart Gerald S. O'Loughlin,Richard Brooks
Drama,nurse missionary nun belgium sanitarium,"[{""name"": ""Warner Bros."", ""id"": 6194}]",Her Faith Remained Strong and True in the Face of Africa's Terrors!,The Nun's Story,Audrey Hepburn Peter Finch Peggy Ashcroft Dean Jagger Mildred Dunnock,Fred Zinnemann
Action Drama Thriller Crime Mystery,private eye lew harper,"[{""name"": ""Warner Bros."", ""id"": 6194}]",Harper takes a case - and the payoff is murder.,Harper,Paul Newman Lauren Bacall Julie Harris Arthur Hill Janet Leigh,Jack Smight
Crime Drama Mystery Thriller,london england rape police suspense serial killer,"[{""name"": ""Universal Pictures"", ""id"": 33}]",Just an ordinary necktie used with a deadly new twist.,Frenzy,Jon Finch Alec McCowen Barry Foster Billie Whitelaw Anna Massey,Alfred Hitchcock
Mystery Horror,witch new england 17th century,"[{""name"": ""Parts and Labor"", ""id"": 6531}, {""name"": ""RT Features"", ""id"": 30666}, {""name"": ""Rooks Nest Entertainment"", ""id"": 34456}, {""name"": ""Maiden Voyage Pictures"", ""id"": 41641}, {""name"": ""Pulse Films"", ""id"": 57430}, {""name"": ""Scythia Films"", ""id"": 61011}, {""name"": ""Code Red Productions"", ""id"": 79434}, {""name"": ""Mott Street Pictures"", ""id"": 79435}, {""name"": ""Very Special Projects"", ""id"": 79436}]",Evil takes many forms.,The Witch,Anya Taylor-Joy Ralph Ineson Kate Dickie Harvey Scrimshaw Ellie Grainger,Robert Eggers
Action Comedy, ,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""No Limit Films"", ""id"": 16718}]",A truckload of cell phones... turns into a boatload of cash!,I Got the Hook Up,Master P Anthony Johnson Ice Cube Tom Lister Jr.,Michael Martin
Comedy Romance,brother brother relationship taxi ex-girlfriend love of one's life bride,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]",A romantic comedy about two brothers... and the one thing that came between them.,She's the One,Edward Burns Michael McGlone Cameron Diaz Jennifer Aniston John Mahoney,Edward Burns
Drama,gay film director dying and death biography homosexuality,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Flashpoint (I)"", ""id"": 13495}, {""name"": ""Showtime Networks"", ""id"": 18880}]", ,Gods and Monsters,Ian McKellen Brendan Fraser Lynn Redgrave Lolita Davidovich David Dukes,Bill Condon
Crime Drama Mystery Romance,rape secret writing homicide kidnapping,"[{""name"": ""100 Bares"", ""id"": 5517}, {""name"": ""Haddock Films S.R.L."", ""id"": 5623}, {""name"": ""Instituto Nacional de Cine y Artes Audiovisuales (INCAA)"", ""id"": 6458}, {""name"": ""Televisi\u00f3n Espa\u00f1ola (TVE)"", ""id"": 6639}, {""name"": ""Tornasol Films"", ""id"": 7680}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Ministerio de Cultura"", ""id"": 11408}, {""name"": ""Instituto de Cr\u00e9dito Oficial (ICO)"", ""id"": 11427}, {""name"": ""Televisi\u00f3n Federal (Telefe)"", ""id"": 21915}]", ,The Secret in Their Eyes,Ricardo Dar\u00edn Soledad Villamil Pablo Rago Javier Godino Guillermo Francella,Juan Jos\u00e9 Campanella
Horror Thriller, ,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}]",You're in for a hell of a ride.,Train,Thora Birch Gideon Emery Gloria Votsis Derek Magyar Todd Jensen,Gideon Raff
Horror Comedy Fantasy,deer blood splatter tape recorder chainsaw spirit,"[{""name"": ""Renaissance Films"", ""id"": 3102}, {""name"": ""Rosebud Productions"", ""id"": 47380}]",The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,Bruce Campbell Sarah Berry Dan Hicks Kassie DePaiva Denise Bixler,Sam Raimi
Action Comedy,ladykiller musical belt police officer drug lord,[],Too cool for words.,Pootie Tang,Jennifer Coolidge Lance Crouther J.B. Smoove Reg E. Cathey Robert Vaughn,Louis C.K.
TV Movie Horror,california helicopter beach tornado hurricane,"[{""name"": ""The Asylum"", ""id"": 1311}, {""name"": ""Syfy"", ""id"": 6677}, {""name"": ""Southward Films"", ""id"": 22872}]",Enough said!,Sharknado,Ian Ziering Tara Reid Cassandra Scerbo John Heard Jaason Simmons,Anthony C. Ferrante
Drama Foreign,female nudity pagan aztec indian,[],The spirit of a people can never be conquered.,The Other Conquest,Dami\u00e1n Delgado Jos\u00e9 Carlos Rodr\u00edguez Elpidia Carrillo I\u00f1aki Aierra Honorato Magaloni,Salvador Carrasco
Fantasy Horror,hunter mountains wilderness adventure forest,"[{""name"": ""Filmkameratene A/S"", ""id"": 1003}, {""name"": ""Film Fund FUZZ"", ""id"": 5241}, {""name"": ""SF Norge A/S"", ""id"": 56050}]",You believe it when you see it!,Troll Hunter,Otto Jespersen Hans Morten Hansen Tomas Alf Larsen Johanna M\u00f8rck Knut N\u00e6rum,Andr\u00e9 \u00d8vredal
Comedy Romance,independent film,[],"First comes love, then comes marriage, then comes therapy.",Ira & Abby,Chris Messina Jennifer Westfeldt David Margulies Kali Rocha Kevin Sussman,Robert Cary
Comedy Drama,independent film book editor,"[{""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Stratus Film Co."", ""id"": 11027}]",Sometimes you go looking for something you want. . . and find what you need.,Winter Passing,Zooey Deschanel Will Ferrell Ed Harris Amy Madigan Amelia Warner,Adam Rapp
Action,coming out covert operation lesbian female protagonist in the closet,"[{""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Andrea Sperling Productions"", ""id"": 2313}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Anonymous Content"", ""id"": 10039}]",Evil is so totally busted!,D.E.B.S.,Sara Foster Meagan Good Jordana Brewster Devon Aoki Jill Ritchie,Angela Robinson
Crime Action,pastor based on true story wrestler,"[{""name"": ""Freestyle Releasing"", ""id"": 4616}]", ,The Masked Saint,Brett Granstaff Lara Jean Chorostecki T.J. McGibbon Diahann Carroll Roddy Piper,Warren P. Sonoda
Crime Drama Mystery Thriller,kidnapping revelation murder theft trust,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",What she doesn't know could kill her.,The Betrayed,Melissa George Oded Fehr Christian Campbell Alice Krige Connor Christopher Levins,Amanda Gusack
Action Crime Comedy Thriller,machinegun tax inspector wedding party,"[{""name"": ""Counterclock Productions"", ""id"": 17048}]","In life only two things are certain, death and taxes.",Taxman,Joe Pantoliano Wade Dominguez Elizabeth Berkley Michael Chiklis Robert Townsend,Avi Nesher
Drama,miniseries,[], ,The Secret,James Nesbitt Genevieve O'Reilly Jason Watkins Laura Pyper Glen Wallace,Nick Murphy 
Horror Thriller Mystery,thriller forensic,"[{""name"": ""Anthem Pictures"", ""id"": 23818}, {""name"": ""It's An Us Thing Productions Inc."", ""id"": 23819}]",Killers Are Not Born ... They Are Made,2:13,Mark Thompson Mark Pellegrino Teri Polo Kevin Pollak,Charles Adelman
